sequence_no,track_id,vehicle_class,detected_label,vehicle_type_code,vehicle_type_label,golongan_code,golongan_label,source_label,count_line_order,count_line_name,direction,crossed_at_seconds,crossed_at_frame,confidence,video_id,site_id,site_name,analysis_job_id,video_filename,recorded_at
1,2,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,0.65,13,0.7561,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
2,5,bus,kelas 5 bus,large_bus,large bus,5b,Large bus,Kelas 5 Bus,1,Default Line,opposite,0.9,18,0.8933,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
3,800002,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,2.25,45,0.2645,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
4,21,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,3.4,68,0.9044,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
5,18,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,3.45,69,0.8327,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
6,25,truck,kelas 4 pickup,pickup_micro_delivery,pickup / micro truck / delivery vehicle,4,Pickup / micro truck / delivery,Kelas 4 Pickup,1,Default Line,opposite,5.0,100,0.9119,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
7,31,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,6.0,120,0.9229,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
8,34,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,7.9,158,0.9168,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
9,45,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,8.2,164,0.8635,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
10,48,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,9.05,181,0.8163,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
11,50,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,10.15,203,0.8928,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
12,60,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,12.85,257,0.9029,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
13,65,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,14.0,280,0.7784,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
14,68,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,15.0,300,0.8929,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
15,75,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,15.75,315,0.9019,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
16,72,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,15.8,316,0.8675,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
17,83,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,17.4,348,0.8623,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
18,84,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,17.5,350,0.8911,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
19,800004,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,17.7,354,0.1834,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
20,126,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,20.25,405,0.8961,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
21,132,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,21.1,422,0.8659,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
22,140,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,22.5,450,0.7698,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
23,145,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,22.7,454,0.7843,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
24,136,bus,kelas 5 bus,large_bus,large bus,5b,Large bus,Kelas 5 Bus,1,Default Line,opposite,22.8,456,0.8978,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
25,155,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,24.35,487,0.7569,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
26,150,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,24.45,489,0.8823,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
27,157,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,25.25,505,0.5558,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
28,159,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,25.25,505,0.6963,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
29,162,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,25.95,519,0.7668,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
30,160,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,26.75,535,0.887,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
31,175,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,27.45,549,0.8995,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
32,800009,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,27.6,552,0.5239,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
33,149,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,28.2,564,0.8661,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
34,198,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,30.75,615,0.9058,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
35,201,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,30.85,617,0.8474,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
36,219,bus,kelas 5 bus,small_bus,small bus,5a,Small bus,Kelas 5 Bus,1,Default Line,normal,32.75,655,0.5595,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
37,229,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,35.2,704,0.8935,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
38,235,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,35.85,717,0.7578,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
39,247,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,36.5,730,0.7013,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
40,246,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,36.7,734,0.8803,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
41,800014,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,37.2,744,0.7016,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
42,800015,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,37.65,753,0.4165,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
43,254,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,38.5,770,0.8906,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
44,243,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,39.0,780,0.9372,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
45,273,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,40.5,810,0.8954,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
46,289,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,42.8,856,0.8345,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
47,300,bus,kelas 5 bus,large_bus,large bus,5b,Large bus,Kelas 5 Bus,1,Default Line,opposite,44.45,889,0.8169,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
48,304,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,44.55,891,0.6834,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
49,310,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,45.9,918,0.9276,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
50,323,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,47.3,946,0.9027,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
51,329,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,48.75,975,0.8919,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
52,800018,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,48.9,978,0.1865,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
53,800017,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,49.35,987,0.4611,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
54,338,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,49.85,997,0.9046,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
55,354,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,50.55,1011,0.881,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
56,350,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,51.55,1031,0.8622,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
57,356,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,51.7,1034,0.7781,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
58,360,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,52.05,1041,0.8668,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
59,374,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,53.2,1064,0.9203,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
60,371,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,53.3,1066,0.8884,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
61,800019,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,54.0,1080,0.6021,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
62,386,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,54.7,1094,0.8786,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
63,800021,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,55.2,1104,0.3607,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
64,387,car,kelas 2 mobil,pickup_micro_delivery,pickup / micro truck / delivery vehicle,4,Pickup / micro truck / delivery,Kelas 2 Mobil,1,Default Line,opposite,55.3,1106,0.6439,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
65,800024,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,57.6,1152,0.6566,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
66,411,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,normal,57.65,1153,0.7287,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
67,407,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,57.7,1154,0.6508,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
68,800022,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,58.35,1167,0.1327,dc118a8c-2148-4203-a2ef-30e7e5c4acff,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,2c46fc2f-ee1b-4ff3-a3a2-d85200c699ae,bandung7.mp4,2026-06-17T15:14:00+07:00
