sequence_no,track_id,vehicle_class,detected_label,vehicle_type_code,vehicle_type_label,golongan_code,golongan_label,source_label,count_line_order,count_line_name,direction,crossed_at_seconds,crossed_at_frame,confidence,video_id,site_id,site_name,analysis_job_id,video_filename,recorded_at
71,800027,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,60.75,1215,0.2614,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
72,493,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,62.9,1258,0.8868,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
73,483,truck,kelas 6 trukkecil,light_truck_2_axle,light 2-axle truck,6a,Light 2-axle truck,Kelas 6 TrukKecil,1,Default Line,opposite,63.1,1262,0.9048,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
74,800030,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,63.15,1263,0.3454,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
75,499,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,63.65,1273,0.8279,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
76,509,bus,kelas 5 bus,large_bus,large bus,5b,Large bus,Kelas 5 Bus,1,Default Line,opposite,64.65,1293,0.678,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
77,515,truck,kelas 7 trukbesar,truck_3_axle,3-axle truck,7a,3-axle truck,Kelas 7 TrukBesar,1,Default Line,opposite,64.7,1294,0.6869,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
78,535,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,66.9,1338,0.5158,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
79,534,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,67.3,1346,0.8321,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
80,557,bus,kelas 5 bus,large_bus,large bus,5b,Large bus,Kelas 5 Bus,1,Default Line,opposite,69.35,1387,0.8731,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
81,800034,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,71.7,1434,0.7456,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
82,574,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,71.95,1439,0.8985,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
83,581,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,73.35,1467,0.8985,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
84,590,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,74.7,1494,0.8883,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
85,598,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,75.1,1502,0.8517,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
86,616,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,76.15,1523,0.738,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
87,604,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,76.75,1535,0.8024,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
88,800037,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,77.25,1545,0.1509,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
89,628,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,77.8,1556,0.7836,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
90,800038,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,78.15,1563,0.5857,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
91,640,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,79.1,1582,0.5713,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
92,633,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,79.75,1595,0.8898,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
93,643,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,79.75,1595,0.8966,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
94,800039,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,80.7,1614,0.4885,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
95,646,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,81.15,1623,0.6133,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
96,653,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,81.3,1626,0.8115,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
97,667,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,82.1,1642,0.7304,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
98,655,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,82.85,1657,0.6775,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
99,672,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,83.4,1668,0.9009,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
100,686,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,85.2,1704,0.8838,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
101,800040,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,87.6,1752,0.1703,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
102,708,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,87.75,1755,0.7739,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
103,713,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,89.25,1785,0.8931,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
104,715,truck,kelas 4 pickup,pickup_micro_delivery,pickup / micro truck / delivery vehicle,4,Pickup / micro truck / delivery,Kelas 4 Pickup,1,Default Line,opposite,89.45,1789,0.4093,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
105,718,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,90.0,1800,0.8257,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
106,722,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,90.95,1819,0.8103,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
107,734,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,92.0,1840,0.8421,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
108,800042,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,92.4,1848,0.5475,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
109,735,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,94.3,1886,0.919,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
110,800043,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,94.35,1887,0.2443,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
111,753,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,95.4,1908,0.8331,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
112,749,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,95.95,1919,0.8934,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
113,754,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,96.25,1925,0.7005,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
114,800044,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,97.35,1947,0.3305,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
115,763,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,97.75,1955,0.5445,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
116,759,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,97.9,1958,0.7927,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
117,772,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,99.1,1982,0.5484,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
118,777,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,99.3,1986,0.7979,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
119,800046,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,99.3,1986,0.1232,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
120,800045,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,99.6,1992,0.6626,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
121,788,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,100.35,2007,0.7076,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
122,792,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,100.55,2011,0.8641,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
123,787,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,100.75,2015,0.8941,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
124,784,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,100.95,2019,0.8675,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
125,800,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,102.3,2046,0.9097,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
126,805,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,103.65,2073,0.8987,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
127,813,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,104.95,2099,0.8291,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
128,800049,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,105.0,2100,0.2285,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
129,815,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,105.15,2103,0.8735,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
130,800050,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,105.3,2106,0.6775,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
131,800051,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,106.35,2127,0.3197,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
132,819,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,106.6,2132,0.6337,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
133,835,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,106.65,2133,0.3241,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
134,829,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,107.0,2140,0.8425,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
135,839,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,108.2,2164,0.8918,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
136,834,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,108.45,2169,0.8887,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
137,841,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,110.1,2202,0.8022,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
138,864,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,111.75,2235,0.901,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
139,800054,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,111.9,2238,0.6087,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
140,884,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,113.9,2278,0.8989,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
